timestamp,humidity,pir,motion,mic,temperature
1361906055000,27.70,0,-1,5,19.90
1361906060000,27.80,0,0,6,19.90
1361906066000,27.70,1,1,4,19.80
1361906072000,27.70,0,-1,0,19.80
1361906078000,27.70,1,1,4,19.80
1361906083000,27.70,1,0,4,19.80
1361906089000,27.80,0,-1,7,19.90
1361906095000,27.70,0,0,8,19.80
1361906100000,27.80,0,0,6,19.80
1361906106000,27.80,0,0,6,19.80
1361906112000,27.80,1,1,7,19.90
1361906118000,27.80,1,0,6,19.90
1361906123000,27.80,0,-1,4,19.90
1361906129000,27.80,0,0,2,19.90
1361906135000,27.80,1,1,6,19.90
1361906141000,27.80,1,0,7,19.90
1361906146000,27.80,0,-1,6,19.90
1361906152000,27.80,1,1,5,19.90
1361906158000,27.90,0,-1,5,19.90
1361906163000,27.90,0,0,1,19.90
1361906169000,27.80,1,1,8,19.90
1361906175000,27.80,0,-1,2,19.90
1361906181000,27.80,0,0,8,19.90
1361906186000,27.70,0,0,8,19.90
1361906192000,27.70,1,1,5,19.90
1361906198000,27.70,0,-1,4,19.90
1361906203000,27.70,1,1,1,19.90
1361906209000,27.60,0,-1,5,19.90
1361906215000,27.60,0,0,4,19.90
1361906221000,27.60,1,1,1,19.90
1361906226000,27.60,0,-1,2,19.90
1361906232000,27.70,0,0,7,19.90
1361906238000,27.70,0,0,6,19.90
1361906243000,27.70,0,0,8,19.90
1361906249000,27.70,0,0,5,19.90
1361906255000,27.70,0,0,6,19.90
1361906261000,27.80,1,1,6,19.90
1361906266000,27.80,1,0,5,19.90
1361906272000,27.80,1,0,5,19.80
1361906278000,27.80,0,-1,2,19.80
1361906283000,27.80,0,0,2,19.80
1361906289000,27.80,0,0,1,19.80
1361906295000,27.80,0,0,0,19.80
1361906301000,27.80,1,1,6,19.80
1361906306000,27.80,0,-1,9,19.80
1361906312000,27.80,1,1,5,19.80
1361906318000,27.80,0,-1,6,19.80
1361906323000,27.90,0,0,7,19.80
1361906329000,27.90,0,0,4,19.80
1361906335000,27.90,0,0,5,19.80
1361906341000,27.90,1,1,6,19.80
1361906346000,27.80,0,-1,4,19.80
1361906352000,27.80,1,1,3,19.80
1361906358000,27.90,1,0,24,19.80
1361906364000,27.90,1,0,3,19.80
1361906369000,27.90,0,-1,9,19.80
1361906375000,28.00,1,1,6,19.80
1361906381000,28.00,0,-1,3,19.80
1361906386000,28.10,0,0,6,19.80
1361906392000,28.00,0,0,4,19.80
1361906398000,28.00,0,0,5,19.80
1361906404000,28.10,1,1,6,19.90
1361906409000,28.00,0,-1,5,19.90
1361906415000,28.00,0,0,7,19.90
1361906421000,28.00,0,0,4,19.90
1361906427000,28.00,0,0,0,19.90
1361906432000,27.90,1,1,5,19.90
1361906438000,27.90,1,0,5,19.90
1361906444000,27.90,0,-1,5,20.00
1361906449000,27.90,1,1,4,20.00
1361906455000,27.80,1,0,5,20.00
1361906461000,27.70,0,-1,3,20.00
1361906466000,27.70,0,0,9,20.00
1361906472000,27.70,0,0,8,20.10
1361906478000,27.70,1,1,4,20.10
1361906484000,27.60,0,-1,7,20.10
1361906489000,27.60,0,0,4,20.10
1361906495000,27.50,0,0,5,20.00
1361906501000,27.60,0,0,5,20.10
1361906507000,27.50,0,0,4,20.00
1361906512000,27.50,0,0,1,20.00
1361906518000,27.40,1,1,3,20.00
1361906524000,27.40,0,-1,3,20.00
1361906529000,27.50,0,0,8,20.00
1361906535000,27.50,0,0,6,20.00
1361906541000,27.60,0,0,6,20.00
1361906547000,27.60,0,0,4,20.00
1361906552000,27.60,1,1,1,20.00
1361906558000,27.50,1,0,3,20.00
1361906564000,27.50,0,-1,3,20.00
1361906569000,27.50,0,0,5,20.00
1361906575000,27.50,1,1,6,19.90
1361906581000,27.50,1,0,3,20.00
1361906587000,27.50,1,0,2,19.90
1361906592000,27.60,1,0,4,19.90
1361906598000,27.60,1,0,1,19.90
1361906604000,27.70,1,0,1,19.90
1361906609000,27.70,0,-1,9,19.90
1361906615000,27.80,1,1,7,19.90
1361906621000,27.90,1,0,6,19.90
1361906627000,27.90,1,0,3,19.90
1361906632000,28.00,1,0,3,19.90
1361906638000,28.00,0,-1,5,20.00
1361906644000,27.90,0,0,0,20.00
1361906650000,27.70,0,0,1,19.90
1361906655000,27.80,0,0,6,20.00
1361906661000,27.80,0,0,9,19.90
1361906667000,27.80,0,0,6,19.90
1361906672000,27.70,1,1,5,19.90
1361906678000,27.80,1,0,5,20.00
1361906684000,27.70,0,-1,3,19.90
1361906690000,27.70,0,0,7,20.00
1361906695000,27.70,0,0,5,20.00
1361906701000,27.60,0,0,2,20.00
1361906707000,27.60,0,0,1,19.90
1361906712000,27.60,0,0,3,19.90
1361906718000,27.60,1,1,7,19.90
1361906724000,27.60,1,0,8,19.90
1361906730000,27.60,0,-1,8,19.90
1361906735000,27.60,1,1,7,19.90
1361906741000,27.60,0,-1,4,19.90
1361906747000,27.60,1,1,3,19.90
1361906753000,27.50,0,-1,6,19.90
1361906758000,27.50,0,0,7,19.90
1361906764000,27.50,0,0,4,19.90
1361906770000,27.60,1,1,2,19.90
1361906775000,27.60,1,0,3,19.90
1361906781000,27.50,1,0,7,19.90
1361906787000,27.60,1,0,6,19.90
1361906792000,27.60,1,0,7,19.90
1361906798000,27.60,1,0,6,19.90
1361906804000,27.60,1,0,1,19.90
1361906810000,27.60,1,0,7,19.90
1361906815000,27.60,0,-1,4,19.90
1361906821000,27.60,0,0,6,19.90
1361906827000,27.60,0,0,3,19.90
1361906833000,27.80,0,0,3,19.90
1361906838000,27.90,0,0,9,19.90
1361906844000,28.00,0,0,7,19.90
1361906850000,28.00,1,1,3,19.90
1361906855000,28.00,1,0,1,19.90
1361906861000,28.00,0,-1,6,19.90
1361906867000,28.00,1,1,3,19.90
1361906873000,28.00,0,-1,0,19.90
1361906878000,28.00,1,1,4,19.90
1361906884000,28.00,0,-1,4,19.90
1361906890000,28.00,0,0,9,20.00
1361906895000,28.00,0,0,2,20.00
1361906901000,27.90,0,0,5,20.00
1361906907000,27.90,1,1,2,20.00
1361906913000,27.80,0,-1,4,20.00
1361906918000,27.80,0,0,7,20.00
1361906924000,27.80,0,0,6,20.00
1361906930000,27.80,0,0,5,20.00
1361906935000,27.70,0,0,1,20.00
1361906941000,27.70,0,0,3,20.00
1361906947000,27.80,1,1,8,20.10
1361906953000,27.70,0,-1,8,20.10
1361906958000,27.70,0,0,4,20.10
1361906964000,27.70,0,0,3,20.10
1361906970000,27.70,0,0,1,20.10
1361906975000,27.60,0,0,4,20.10
1361906981000,27.60,0,0,9,20.10
1361906987000,27.60,0,0,2,20.10
1361906993000,27.60,0,0,5,20.00
1361906998000,27.70,0,0,1,20.10
1361907004000,27.60,0,0,6,20.00
1361907010000,27.70,0,0,8,20.00
1361907016000,27.60,0,0,1,20.00
1361907021000,27.50,0,0,6,20.00
1361907027000,27.60,0,0,8,20.00
1361907033000,27.60,1,1,6,20.00
1361907038000,27.70,1,0,4,20.00
1361907044000,27.70,1,0,3,20.00
1361907050000,27.70,0,-1,2,20.00
1361907056000,27.60,0,0,5,20.00
1361907061000,27.60,0,0,7,20.00
1361907067000,27.60,0,0,7,19.90
1361907073000,27.60,1,1,6,19.90
1361907078000,27.70,1,0,2,19.90
1361907084000,27.70,0,-1,4,19.90
1361907090000,27.70,0,0,5,19.90
1361907096000,27.60,1,1,10,19.90
1361907101000,27.60,1,0,6,19.90
1361907107000,27.60,1,0,4,19.90
1361907113000,27.50,0,-1,4,19.90
1361907118000,27.50,0,0,3,19.90
1361907124000,27.70,0,0,5,19.90
1361907130000,27.80,1,1,4,19.90
1361907136000,27.90,1,0,0,19.90
1361907141000,27.90,0,-1,2,19.90
1361907147000,27.80,0,0,4,19.90
1361907153000,27.70,0,0,5,19.90
1361907159000,27.70,0,0,5,19.90
1361907164000,27.70,0,0,5,19.90
1361907170000,27.70,1,1,0,19.90
1361907176000,27.70,1,0,4,19.90
1361907181000,27.70,0,-1,8,19.90
1361907187000,27.70,0,0,5,19.90
1361907193000,27.60,0,0,5,19.90
1361907199000,27.60,0,0,43,19.90
1361907204000,27.60,1,1,10,19.90
1361907210000,27.60,0,-1,4,19.90
1361907216000,27.70,1,1,7,19.90
1361907221000,27.70,1,0,5,19.90
1361907227000,27.70,1,0,3,19.90
1361907233000,27.70,0,-1,2,19.90
1361907239000,27.70,1,1,5,19.90
1361907244000,27.70,0,-1,7,19.90
1361907250000,27.70,0,0,5,19.90
1361907256000,27.70,0,0,4,19.90
1361907261000,27.70,0,0,5,19.90
1361907267000,27.70,0,0,4,19.90
1361907273000,27.70,0,0,8,19.90
1361907279000,27.70,0,0,4,19.90
1361907284000,27.60,1,1,4,19.90
1361907290000,27.70,1,0,4,19.90
1361907296000,27.60,0,-1,2,19.90
1361907301000,27.60,0,0,6,19.90
1361907307000,27.60,1,1,2,19.90
1361907313000,27.70,1,0,12,19.90
1361907319000,27.70,1,0,3,19.90
1361907324000,27.70,1,0,9,19.90
1361907330000,27.70,1,0,2,19.90
1361907336000,27.70,0,-1,8,19.90
1361907342000,27.80,0,0,4,19.90
1361907347000,27.80,0,0,4,19.90
1361907353000,27.80,0,0,3,20.00
1361907359000,27.80,0,0,2,20.00
1361907364000,27.80,0,0,4,20.00
1361907370000,27.80,0,0,2,20.00
1361907376000,27.80,0,0,6,20.00
1361907382000,27.80,1,1,3,20.00
1361907387000,27.80,0,-1,7,20.10
1361907393000,27.70,0,0,5,20.10
1361907399000,27.70,0,0,0,20.10
1361907404000,27.70,0,0,6,20.10
1361907410000,27.70,1,1,8,20.10
1361907416000,27.70,1,0,3,20.10
1361907422000,27.70,1,0,4,20.10
1361907427000,27.70,0,-1,3,20.10
1361907433000,27.70,1,1,3,20.10
1361907439000,27.60,0,-1,7,20.10
1361907445000,27.60,0,0,4,20.10
1361907450000,27.60,1,1,3,20.10
1361907456000,27.60,0,-1,7,20.10
1361907462000,27.60,0,0,1,20.20
1361907467000,27.60,1,1,7,20.20
1361907473000,27.60,1,0,5,20.20
1361907479000,27.50,1,0,4,20.20
1361907485000,27.50,1,0,4,20.20
1361907490000,27.50,1,0,1,20.20
1361907496000,27.40,0,-1,4,20.20
1361907502000,27.50,1,1,3,20.30
1361907507000,27.40,1,0,1,20.20
1361907513000,27.40,1,0,5,20.20
1361907519000,27.50,1,0,4,20.30
1361907525000,27.50,1,0,6,20.30
1361907530000,27.40,1,0,1,20.30
1361907536000,27.40,1,0,4,20.30
1361907542000,27.40,1,0,7,20.30
1361907547000,27.30,1,0,6,20.30
1361907553000,27.30,1,0,4,20.30
1361907559000,27.20,1,0,4,20.30
1361907565000,27.30,1,0,4,20.30
1361907570000,27.20,1,0,3,20.40
1361907576000,27.20,0,-1,6,20.40
1361907582000,27.10,1,1,0,20.40
1361907588000,27.10,0,-1,4,20.40
1361907593000,27.20,0,0,6,20.50
1361907599000,27.20,0,0,6,20.50
1361907605000,27.20,0,0,5,20.50
1361907610000,27.20,1,1,4,20.50
1361907616000,27.20,1,0,4,20.50
1361907622000,27.20,1,0,1,20.50
1361907627000,27.20,0,-1,3,20.50
1361907633000,27.10,0,0,7,20.60
1361907639000,27.20,0,0,6,20.60
1361907645000,27.00,1,1,4,20.60
1361907650000,27.00,0,-1,4,20.60
1361907656000,26.90,1,1,4,20.60
1361907662000,26.90,1,0,5,20.60
1361907668000,27.00,1,0,5,20.60
1361907673000,27.10,1,0,1,20.60
1361907679000,27.10,0,-1,4,20.60
1361907685000,27.20,0,0,5,20.60
1361907690000,27.20,1,1,6,20.70
1361907696000,27.20,0,-1,3,20.60
1361907702000,27.20,1,1,5,20.60
1361907708000,27.20,0,-1,5,20.70
1361907713000,27.20,1,1,7,20.70
1361907719000,27.10,1,0,3,20.60
1361907725000,27.20,0,-1,10,20.70
1361907731000,27.10,1,1,6,20.60
1361907736000,27.10,0,-1,3,20.70
1361907742000,27.10,1,1,0,20.60
1361907748000,27.10,1,0,7,20.70
1361907753000,27.00,1,0,4,20.60
1361907759000,27.00,1,0,5,20.70
1361907765000,26.90,1,0,4,20.60
1361907771000,26.90,1,0,2,20.60
1361907776000,26.80,1,0,5,20.60
1361907782000,26.70,0,-1,4,20.60
1361907788000,26.70,1,1,3,20.60
1361907793000,26.70,1,0,2,20.60
1361907799000,26.90,1,0,5,20.50
1361907805000,27.00,1,0,1,20.50
1361907811000,27.00,0,-1,4,20.50
1361907816000,27.00,0,0,1,20.50
1361907822000,27.00,0,0,4,20.50
1361907828000,27.00,1,1,6,20.50
1361907834000,27.00,0,-1,1,20.50
1361907839000,26.90,0,0,4,20.40
1361907845000,26.90,1,1,7,20.40
1361907851000,26.80,1,0,5,20.30
1361907856000,26.80,0,-1,1,20.40
1361907862000,26.80,1,1,7,20.40
1361907868000,26.90,1,0,6,20.30
1361907873000,26.90,0,-1,4,20.30
1361907879000,27.00,1,1,2,20.30
1361908280000,27.10,0,0,4,20.10
1361908285000,27.10,0,0,4,20.10
1361908291000,27.10,0,0,5,20.10
1361908297000,27.10,0,0,9,20.10
1361908302000,27.10,0,0,1,20.10
1361908308000,27.10,0,0,6,20.10
1361908314000,27.10,0,0,15,20.10
1361908320000,27.00,0,0,4,20.10
1361908325000,27.00,0,0,7,20.10
1361908331000,26.90,0,0,8,20.10
1361908337000,27.00,0,0,4,20.10
1361908342000,27.00,0,0,7,20.10
1361908348000,27.10,1,1,9,20.10
1361908354000,27.10,0,-1,13,20.10
1361908360000,27.10,1,1,7,20.10
1361908365000,27.10,0,-1,9,20.10
1361908371000,27.10,0,0,11,20.10
1361908377000,27.10,0,0,13,20.10
1361908382000,27.10,0,0,4,20.10
1361908388000,27.10,1,1,15,20.10
1361908394000,27.20,1,0,18,20.10
1361908400000,27.20,0,-1,5,20.10
1361908405000,27.20,1,1,6,20.10
1361908411000,27.20,0,-1,7,20.10
1361908417000,27.20,1,1,13,20.10
1361908423000,27.20,1,0,3,20.10
1361908428000,27.20,0,-1,1,20.10
1361908434000,27.10,0,0,3,20.10
1361908440000,27.10,1,1,6,20.10
1361908445000,27.10,1,0,19,20.10
1361908451000,27.10,1,0,5,20.10
1361908457000,27.10,1,0,2,20.10
1361908463000,27.10,0,-1,5,20.20
1361908468000,27.20,1,1,4,20.20
1361908474000,27.10,1,0,3,20.20
1361908480000,27.10,1,0,2,20.20
1361908485000,27.10,0,-1,3,20.20
1361908491000,27.10,0,0,5,20.20
1361908497000,27.10,0,0,9,20.20
1361908503000,27.10,0,0,7,20.20
1361908508000,27.10,1,1,5,20.10
1361908514000,27.10,1,0,6,20.20
1361908520000,27.00,1,0,6,20.20
1361908525000,27.00,1,0,5,20.20
1361908531000,27.00,0,-1,0,20.20
1361908537000,27.10,0,0,3,20.20
1361908543000,27.10,0,0,8,20.20
1361908548000,27.20,0,0,6,20.20
1361908554000,27.20,0,0,8,20.20
1361908560000,27.20,1,1,7,20.20
1361908566000,27.20,1,0,1,20.20
1361908571000,27.20,1,0,1,20.20
1361908577000,27.20,1,0,20,20.20
1361908583000,27.20,1,0,4,20.20
1361908588000,27.10,0,-1,8,20.20
1361908594000,27.00,1,1,24,20.20
1361908600000,27.00,0,-1,3,20.20
1361908606000,26.90,0,0,5,20.20
1361908611000,26.90,1,1,7,20.20
1361908617000,26.90,0,-1,3,20.20
1361908623000,27.00,0,0,0,20.20
1361908628000,27.00,0,0,5,20.20
1361908634000,27.00,0,0,25,20.20
1361908640000,27.00,0,0,4,20.20
1361908646000,27.00,0,0,10,20.20
1361908651000,27.00,0,0,6,20.20
1361908657000,27.00,0,0,7,20.20
1361908663000,26.90,0,0,4,20.20
1361908668000,26.90,1,1,3,20.20
1361908674000,26.90,0,-1,2,20.20
1361908680000,26.90,1,1,10,20.10
1361908686000,26.90,1,0,1,20.10
1361908691000,27.00,0,-1,5,20.10
1361908697000,27.10,1,1,9,20.10
1361908703000,27.20,1,0,5,20.10
1361908708000,27.20,1,0,5,20.10
1361908714000,27.30,0,-1,6,20.10
1361908720000,27.30,0,0,9,20.10
1361908726000,27.30,0,0,4,20.10
1361908731000,27.30,1,1,4,20.10
1361908737000,27.30,0,-1,4,20.10
1361908743000,27.30,1,1,5,20.10
1361908749000,27.30,0,-1,6,20.10
1361908754000,27.40,0,0,8,20.10
1361908760000,27.40,0,0,7,20.10
1361908766000,27.40,0,0,5,20.10
1361908771000,27.40,0,0,7,20.10
1361908777000,27.40,0,0,3,20.10
1361908783000,27.30,1,1,7,20.10
1361908789000,27.30,1,0,4,20.10
1361908794000,27.20,0,-1,8,20.10
1361908800000,27.20,1,1,2,20.10
1361908806000,27.20,1,0,0,20.10
1361908811000,27.10,0,-1,6,20.10
1361908817000,27.00,0,0,5,20.10
1361908823000,27.10,1,1,1,20.10
1361908829000,27.10,0,-1,7,20.10
1361908834000,27.10,0,0,5,20.10
1361908840000,27.10,1,1,4,20.10
1361908846000,27.10,1,0,1,20.10
1361908851000,27.10,0,-1,4,20.10
1361908857000,27.10,0,0,2,20.10
1361908863000,27.10,0,0,23,20.10
1361908869000,27.10,1,1,14,20.10
1361908874000,27.10,1,0,6,20.20
1361908880000,27.10,0,-1,15,20.10
1361908886000,27.10,1,1,2,20.10
1361908892000,27.00,1,0,8,20.20
1361908897000,27.00,0,-1,2,20.10
1361908903000,27.00,0,0,7,20.10
1361908909000,27.00,0,0,19,20.10
1361908914000,26.90,1,1,3,20.10
1361908920000,26.90,0,-1,3,20.10
1361908926000,26.90,1,1,5,20.10
1361908932000,27.00,0,-1,2,20.10
1361908937000,27.00,1,1,7,20.10
1361908945000,27.00,1,0,5,20.10
1361908949000,27.00,1,0,3,20.10
1361908954000,27.00,1,0,1,20.10
1361908960000,27.10,1,0,5,20.10
1361908966000,27.00,0,-1,2,20.10
1361908972000,27.00,1,1,6,20.00
1361908977000,27.00,1,0,5,20.00
1361908983000,27.10,1,0,7,20.10
1361908989000,27.00,1,0,1,20.00
1361908994000,27.10,1,0,4,20.10
1361909000000,27.20,1,0,5,20.10
1361909006000,27.20,0,-1,1,20.10
1361909012000,27.20,0,0,3,20.00
1361909017000,27.20,1,1,7,20.00
1361909023000,27.20,1,0,3,20.00
1361909029000,27.30,1,0,2,20.10
1361909034000,27.40,1,0,2,20.10
1361909040000,27.40,1,0,5,20.10
1361909046000,27.40,0,-1,5,20.10
1361909052000,27.40,0,0,3,20.10
1361909059000,27.30,1,1,3,20.10
1361909063000,27.30,1,0,4,20.20
1361909069000,27.30,1,0,5,20.20
1361909075000,27.20,0,-1,5,20.10
1361909080000,27.20,1,1,5,20.20
1361909086000,27.20,1,0,7,20.20
1361909092000,27.10,0,-1,5,20.20
1361909097000,27.10,0,0,3,20.20
1361909103000,27.10,0,0,8,20.20
1361909109000,27.10,1,1,7,20.30
1361909115000,27.10,1,0,6,20.30
1361909120000,27.10,1,0,6,20.30
1361909126000,27.10,1,0,8,20.30
1361909132000,27.10,1,0,0,20.30
1361909137000,27.10,1,0,7,20.40
1361909143000,27.00,0,-1,7,20.40
1361909149000,27.00,1,1,3,20.40
1361909155000,27.00,0,-1,5,20.30
1361909160000,27.00,1,1,9,20.40
1361909166000,27.00,1,0,3,20.40
1361909172000,26.90,1,0,5,20.40
1361909177000,26.90,1,0,3,20.40
1361909183000,26.90,1,0,6,20.40
1361909189000,26.90,1,0,5,20.40
1361909195000,27.00,1,0,3,20.30
1361909200000,27.10,1,0,0,20.30
1361909206000,27.10,1,0,3,20.30
1361909212000,27.10,1,0,8,20.30
1361909218000,27.00,1,0,8,20.40
1361909223000,27.00,0,-1,7,20.40
1361909229000,27.10,0,0,3,20.40
1361909235000,27.20,0,0,7,20.40
1361909240000,27.20,1,1,6,20.40
1361909246000,27.10,1,0,4,20.40
1361909252000,27.10,1,0,6,20.50
1361909258000,27.00,1,0,6,20.50
1361909263000,26.90,1,0,3,20.50
1361909269000,26.80,0,-1,3,20.50
1361909275000,26.70,0,0,6,20.60
1361909280000,26.70,0,0,7,20.60
1361909286000,26.70,0,0,4,20.60
1361909292000,26.70,0,0,4,20.60
1361909298000,26.70,0,0,6,20.60
1361909303000,26.70,0,0,3,20.60
1361909309000,26.70,0,0,6,20.60
1361909315000,26.70,0,0,4,20.60
1361909320000,26.70,0,0,4,20.60
1361909326000,26.70,1,1,5,20.70
1361909332000,26.60,1,0,1,20.70
1361909338000,26.60,1,0,6,20.70
1361909343000,26.50,0,-1,7,20.60
1361909349000,26.40,0,0,7,20.60
1361909355000,26.40,0,0,7,20.60
1361909360000,26.40,1,1,7,20.60
1361909366000,26.40,0,-1,6,20.60
1361909372000,26.50,0,0,9,20.70
1361909378000,26.50,1,1,3,20.60
1361909383000,26.40,1,0,5,20.60
1361909389000,26.50,1,0,5,20.60
1361909395000,26.50,1,0,3,20.60
1361909401000,26.50,0,-1,1,20.50
1361909406000,26.50,1,1,3,20.50
1361909412000,26.60,0,-1,5,20.50
1361909418000,26.60,1,1,5,20.50
1361909423000,26.70,1,0,3,20.50
1361909429000,26.80,1,0,6,20.50
1361909435000,26.80,1,0,6,20.40
1361909441000,26.90,0,-1,7,20.40
1361909446000,26.90,0,0,5,20.40
1361909452000,26.90,0,0,2,20.40
1361909458000,27.00,1,1,1,20.50
1361909463000,27.00,0,-1,11,20.50
1361909469000,26.90,0,0,0,20.50
1361909475000,26.90,0,0,2,20.50
1361909481000,26.90,1,1,3,20.50
1361909486000,26.90,1,0,14,20.50
1361909492000,26.90,1,0,4,20.50
1361909498000,26.90,1,0,4,20.50
1361909504000,26.90,1,0,2,20.50
1361909509000,26.90,1,0,2,20.50
1361909515000,26.90,1,0,6,20.50
1361909521000,26.90,0,-1,4,20.50
1361909526000,26.90,0,0,7,20.50
1361909532000,26.90,0,0,9,20.50
1361909538000,26.90,0,0,5,20.50
1361909544000,26.90,1,1,6,20.50
1361909549000,26.80,0,-1,6,20.50
1361909555000,26.80,0,0,2,20.50
1361909561000,26.80,0,0,0,20.50
1361909566000,26.80,1,1,6,20.60
1361909572000,26.80,0,-1,4,20.50
1361909578000,26.80,1,1,9,20.50
1361909584000,26.80,1,0,4,20.60
1361909589000,26.80,1,0,2,20.60
1361909595000,26.80,1,0,7,20.50
1361909601000,26.80,0,-1,1,20.60
1361909606000,26.70,0,0,2,20.60
1361909612000,26.70,0,0,2,20.60
1361909618000,26.70,1,1,4,20.60
1361909624000,26.70,1,0,1,20.60
1361909629000,26.70,0,-1,5,20.60
1361909635000,26.70,0,0,5,20.60
1361909641000,26.70,0,0,6,20.60
1361909646000,26.70,1,1,3,20.60
1361909652000,26.70,1,0,6,20.60
1361909658000,26.70,1,0,7,20.60
1361909664000,26.60,0,-1,6,20.60
1361909669000,26.60,1,1,2,20.60
1361909675000,26.60,0,-1,8,20.60
1361909681000,26.60,0,0,5,20.60
1361909687000,26.60,1,1,8,20.60
1361909692000,26.60,1,0,11,20.60
1361909698000,26.60,1,0,3,20.60
1361909704000,26.60,0,-1,6,20.60
1361909709000,26.60,0,0,7,20.60
1361909715000,26.60,1,1,8,20.60
1361909721000,26.70,1,0,3,20.60
1361909727000,26.60,1,0,8,20.60
1361909732000,26.60,0,-1,0,20.60
1361909738000,26.60,1,1,4,20.60
1361909744000,26.70,0,-1,4,20.60
1361909749000,26.60,0,0,2,20.60
1361909755000,26.60,0,0,6,20.60
1361909761000,26.60,0,0,5,20.60
1361909767000,26.60,0,0,1,20.60
1361909772000,26.60,0,0,1,20.60
1361909778000,26.60,0,0,4,20.60
1361909784000,26.60,0,0,5,20.60
1361909789000,26.70,1,1,3,20.60
1361909795000,26.70,0,-1,3,20.60
1361909801000,26.70,0,0,1,20.60
1361909807000,26.70,1,1,9,20.50
1361909812000,26.70,1,0,3,20.60
1361909818000,26.70,1,0,3,20.50
1361909824000,26.80,0,-1,8,20.50
1361909830000,26.80,0,0,5,20.50
1361909835000,26.80,0,0,5,20.50
1361909841000,26.80,1,1,1,20.50
1361909847000,26.80,1,0,5,20.50
1361909852000,26.80,1,0,5,20.50
1361909858000,26.80,1,0,7,20.50
1361909864000,26.80,1,0,5,20.50
1361909870000,26.90,0,-1,4,20.50
1361909875000,26.90,0,0,2,20.50
1361909881000,26.90,0,0,8,20.50
1361909887000,26.80,0,0,9,20.50
1361909892000,26.80,0,0,2,20.50
1361909898000,26.80,0,0,4,20.50
1361909904000,26.80,0,0,1,20.50
1361909910000,26.80,1,1,4,20.50
1361909915000,26.80,0,-1,6,20.50
1361909921000,26.80,1,1,3,20.60
1361909927000,26.80,1,0,4,20.50
1361909932000,26.80,0,-1,0,20.60
1361909938000,26.80,0,0,4,20.50
1361909944000,26.70,1,1,1,20.60
1361909950000,26.70,0,-1,5,20.60
1361909955000,26.70,0,0,5,20.50
1361909961000,26.70,0,0,9,20.50
1361909967000,26.80,1,1,6,20.50
1361909972000,26.80,1,0,4,20.50
1361909978000,26.80,1,0,5,20.50
1361909984000,26.90,0,-1,3,20.60
1361909990000,26.90,0,0,5,20.50
1361909995000,26.90,0,0,7,20.60
